Item,Bucket,Date,End Date,Number of Buckets,Current,Original,Total,Confidence(%),Project Number,,Task Number,Line,Comment,Forecast,[  ]
YT448795,Days,6/18/2021,,1,3,3,3,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,7/26/2021,,1,6,6,6,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,8/27/2021,,1,4,4,4,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,9/24/2021,,1,5,5,5,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,10/29/2021,,1,4,4,4,100,,,,,KOH 64616.00,LEX-FCST,.
YT448795,Days,11/24/2021,,1,11,11,11,100,,,,,KOH 64616.00,LEX-FCST,.
YT449094-818,Days,4/26/2021,,1,1,1,1,100,,,,,CAT 78773.00,LEX-FCST,.
YT449094-818,Days,4/29/2021,,1,1,1,1,100,,,,,CAT 78773.00,LEX-FCST,.
YT449094-818,Days,4/30/2021,,1,1,1,1,100,,,,,CAT 78773.00,LEX-FCST,.
YT449099,Days,4/29/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,5/28/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,6/29/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,7/29/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,8/30/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,9/29/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449099,Days,10/28/2021,,1,1,1,1,100,,,,,CAT 65820.00,LEX-FCST,.
YT449109,Days,7/15/2021,,1,1,1,1,100,,,,,CAT 66554.00,LEX-FCST,.
YT449109,Days,7/16/2021,,1,1,1,1,100,,,,,CAT 66554.00,LEX-FCST,.
YT50972-234.50,Days,7/13/2021,,1,3,3,3,100,,,,,CAT 21.00,LEX-FCST,.
